headword,pinyin_tone,pinyin_plain,definition
眼不见，心不烦,yǎnbùjiàn，xīnbùfán,yanbujian，xinbufan,比喻只要没有看见或不在眼前，也就不会为这操心或烦恼。
眼不见为净,yǎnbùjiànwéijìng,yanbujianweijing,指心里不以为然，但又没有办法，只好撇开不管。也在怀疑食品不干净时，用作自我安慰的话。
眼馋肚饱,yǎnchándùbǎo,yanchandubao,形容人贪得无厌。
眼穿肠断,yǎnchuānchángduàn,yanchuanchangduan,眼穿望眼欲穿。眼欲望穿，肠欲盼断。形容盼望、相思之极。
眼穿心死,yǎnchuānxīnsǐ,yanchuanxinsi,眼穿望眼欲穿；心死心如死灰。眼睛望穿，心也死了。形容殷切的盼望落空而极度失望。
眼高手生,yǎngāoshǒushēng,yangaoshousheng,眼界高但能力低。
眼观六路,yǎnguānliùlù,yanguanliulu,眼睛看到四面八方。形容机智灵活，遇事能多方观察，全面了解。
眼观四处，耳听八方,yǎnguānsìchù，ěrtīngbāfāng,yanguansichu，ertingbafang,形容人机智灵活，遇事能多方观察分析。
眼观四路，耳听八方,yǎnguānsìlù，ěrtīngbāfāng,yanguansilu，ertingbafang,形容人机智灵活，遇事能多方观察分析。
眼花耳热,yǎnhuāěrrè,yanhuaerre,两眼昏眩，双耳燥热。形容饮酒微醉时的感觉。
眼花撩乱,yǎnhuāliáoluàn,yanhualiaoluan,形容看见美色或繁复新奇的事物而感到迷乱。
眼花雀乱,yǎnhuāquèluàn,yanhuaqueluan,形容看见美色或繁复新奇的事物而感到迷乱。
眼花心乱,yǎnhuāxīnluàn,yanhuaxinluan,形容心神迷惑不定。
眼急手快,yǎnjíshǒukuài,yanjishoukuai,形容做事机警敏捷。
眼尖手快,yǎnjiānshǒukuài,yanjianshoukuai,眼力好，动作快。
眼开眉展,yǎnkāiméizhǎn,yankaimeizhan,形容极度高兴。
眼空四海,yǎnkōngsìhǎi,yankongsihai,形容自高自大，什么都看不见。
眼明心亮,yǎnmíngxīnliàng,yanmingxinliang,心里明白，眼睛雪亮。形容看问题敏锐，能辨别是非。
眼内无珠,yǎnnèiwúzhū,yanneiwuzhu,比喻不识货或看不出好坏。
眼饧耳热,yǎnxíngěrrè,yanxingerre,两眼半睁半闭，朦胧而视，双耳燥热。形容饮酒微醉时的感觉。
眼笑眉飞,yǎnxiàoméifēi,yanxiaomeifei,形容极度高兴。
眼中拔钉,yǎnzhōngbádīng,yanzhongbading,比喻除去心中最痛恨的人。
眼中有铁,yǎnzhōngyǒutiě,yanzhongyoutie,比喻军容整肃。
演武修文,yǎnwǔxiūwén,yanwuxiuwen,指演练武艺，修习文章。
厌故喜新,yàngùxǐxīn,yanguxixin,讨厌旧的，喜欢新的。
厌难折冲,yànnánzhéchōng,yannanzhechong,指能克服困难，抗敌取胜。
厌闻饫听,yànwényùtīng,yanwenyuting,指充分听取。
宴安鸠毒,yànānjiūdú,yananjiudu,宴安贪图安逸、享乐；鸠毒喝毒酒自杀。安乐就象毒药。指贪图享受就等于喝毒酒自杀。
宴安醙毒,yànāndāndú,yanandandu,指贪图安逸享乐等于饮毒酒自杀。同宴安鸩毒”。
宴尔新婚,yàněrxīnhūn,yanerxinhun,原为弃妇诉说原夫再娶与新欢作乐，后反其意，用作庆贺新婚之辞。形容新婚时的欢乐。
晏安醙毒,yànāndāndú,yanandandu,指贪图安逸享乐等于饮毒酒自杀。同宴安鸩毒”。
晏开之警,yànkāizhījǐng,yankaizhijing,晏，晚也。有警急则门开得晚也。形容时世不安宁。
晏然自若,yànránzìruò,yanranziruo,晏然平静安定的样子；自若不变常态。形容在紧张状态下沉静如常。
艳如桃李,yànrútáolǐ,yanrutaoli,容颜像成熟的桃李那样娇艳。
艳如桃李，冷若冰霜,yànruòtáolǐ，lěngruòbīngshuāng,yanruotaoli，lengruobingshuang,形容女子容貌艳丽而态度严肃。
艳色绝世,yànsèjuéshì,yansejueshi,姿色美丽，冠绝当代。
艳紫妖红,yànzǐyāohóng,yanziyaohong,犹言姹紫嫣红。形容各种花朵娇艳美丽。
掞藻飞声,shǎnzǎofēishēng,shanzaofeisheng,掞发舒；藻辞藻；飞飞扬；声声誉。指施展文才，声誉远扬。
雁泊人户,yànbórénhù,yanborenhu,犹雁户。
雁断鱼沉,yànduànyúchén,yanduanyuchen,比喻彼此音讯断绝。同雁逝鱼沉”。
雁过拨毛,yànguòbōmáo,yanguobomao,①比喻武艺高强。②比喻经手办事便捞点好处。
雁过留声,yànguòliúshēng,yanguoliusheng,比喻留名声于身后。
雁默先烹,yànmòxiānpēng,yanmoxianpeng,比喻无才者先被淘汰。
雁南燕北,yànnányànběi,yannanyanbei,比喻两地分离。
雁去鱼来,yànqùyúlái,yanquyulai,书信往来。雁、鱼均喻书信。
雁逝鱼沉,yànshìyúchén,yanshiyuchen,比喻彼此音讯断绝。亦作雁断鱼沉”。
雁素鱼笺,yànsùyújiān,yansuyujian,指书信。
雁塔题名,yàntǎtímíng,yantatiming,旧时考中进士的代称。
雁塔新题,yàntǎxīntí,yantaxinti,旧时考中进士的代称。同雁塔题名”。
雁杳鱼沉,yànyǎoyúchén,yanyaoyuchen,比喻音信断绝。
雁影分飞,yànyǐngfēnfēi,yanyingfenfei,比喻两相分离。
燕安醙毒,yànāndāndú,yanandandu,指沉溺于安逸享乐，犹如饮毒酒自杀。
燕安鸩毒,yànānzhèndú,yananzhendu,指贪图安逸享乐等于饮毒酒自杀。同燕安醙毒”。
燕巢飞幕,yàncháofēimù,yanchaofeimu,燕子把窝做在帐幕上。比喻处境非常危险。同燕巢于幕”。
燕巢幕上,yàncháomùshàng,yanchaomushang,燕子把窝做在帷幕上。比喻处境非常危险。
燕巢幙上,yàncháoyúshàng,yanchaoyushang,燕子把窝做在帐幕上。比喻处境非常危险。同燕巢于幕”。幙，同幕”。
燕巢危幕,yàncháowēimù,yanchaoweimu,燕子把窝做在帷幕上。比喻处境非常危险。
燕巢卫幕,yàncháowèimù,yanchaoweimu,比喻处境非常危险。
燕巢于幕,yàncháoyúmù,yanchaoyumu,燕子把窝做在帐幕上。比喻处境非常危险。
燕俦莺侣,yànchóuyīnglǚ,yanchouyinglv,比喻年轻的女伴。也比喻相爱的青年男女。同燕侣莺俦”。
燕处焚巢,yànchǔféncháo,yanchufenchao,燕子处在焚烧着的窝里。比喻处境非常危险。
燕处危巢,yànchǔwēicháo,yanchuweichao,燕子处在焚烧着的窝里。比喻处境非常危险。
燕岱之石,yāndàizhīshí,yandaizhishi,比喻庸才下品。
燕妒莺惭,yàndùyīngcán,yanduyingcan,形容女子貌美，燕见之生妒，莺对之自惭。
燕额虎头,yànéhǔtóu,yanehutou,形容相貌威武。借指武将、勇士。同燕颔虎头”。
燕尔新婚,yàněrxīnhūn,yanerxinhun,原为弃妇诉说原夫再娶与新欢作乐，后反其意，用作庆贺新婚之辞。形容新婚时的欢乐。
燕歌赵舞,yāngēzhàowǔ,yangezhaowu,①古燕赵人善歌舞，泛指美妙的歌舞。②用以形容文辞美妙。
燕颔虎颈,yànhànhǔjǐng,yanhanhujing,颔下巴颏。旧时形容王侯的贵相或武将相貌的威武。
燕颔虎头,yànhànhǔtóu,yanhanhutou,形容相貌威武。借指武将、勇士。
燕颔虎须,yànhànhǔxū,yanhanhuxu,形容相貌威武。
燕颔虬须,yànhànqiúxū,yanhanqiuxu,形容相貌威武。借指武将、勇士。同燕颔虎头”。
燕颔儒生,yànhànrúshēng,yanhanrusheng,有封侯之相的读书人。亦用以称美志在建立军功的士人。
燕颔书生,yànhànshūshēng,yanhanshusheng,有封侯之相的读书人。亦用以称美志在建立军功的士人。同燕颔儒生”。
燕驾越毂,yānjiàyuègū,yanjiayuegu,燕地的车越地的毂。指把不同的东西混在一起。
燕金募秀,yānjīnmùxiù,yanjinmuxiu,相传战国时燕昭王筑黄金台以接待天下贤士◇以之为招纳贤士之典。
燕骏千金,yānjùnqiānjīn,yanjunqianjin,后以之为招纳贤士之典。
燕侣莺俦,yànlǚyīngchóu,yanlvyingchou,比喻年轻的女伴。也比喻相爱的青年男女。
燕幕自安,yànmùzìān,yanmuzian,比喻处危境而不自知。
燕雀安知鸿鹄之志,yànquèānzhīhónghúzhīzhì,yanqueanzhihonghuzhizhi,比喻平凡的人哪里知道英雄人物的志向。
燕雀安知鸿鹄志,yànquèānzhīhónghúzhì,yanqueanzhihonghuzhi,鸿鹄天鹅。比喻庸俗的人不能理解志向远大者的抱负。
燕雀处堂,yànquèchǔtáng,yanquechutang,处居住；堂堂屋。燕雀住在堂上。比喻生活安定而失去警惕性。也比喻大祸临头而自己不知道。
燕雀处屋,yànquèchǔwū,yanquechuwu,比喻生活安定而失去警惕性。也比喻大祸临头而自己不知道。同燕雀处堂”。
燕雀岂知雕鹗志,yànquèqǐzhīdiāoèzhì,yanqueqizhidiaoezhi,比喻平凡的人哪里知道英雄人物的志向。同燕雀安知鸿鹄志”。
燕雀相贺,yànquèxiānghè,yanquexianghe,燕雀因大厦落成有栖身之所而互相庆贺◇多用作棕新屋落成之语。
燕雀之见,yànquèzhījiàn,yanquezhijian,比喻浅薄的见识。
燕雀之居,yànquèzhījū,yanquezhiju,比喻简陋的庐舍。
燕石妄珍,yānshíwàngzhēn,yanshiwangzhen,妄视无用之物为珍宝。
燕市悲歌,yānshìbēigē,yanshibeige,以之表现朋友间的情谊以及惜别的情怀。
燕瘦环肥,yànshòuhuánféi,yanshouhuanfei,形容女子体态不同，各有各好看的地方。
燕舞莺歌,yànwǔyīnggē,yanwuyingge,燕子在飞舞，黄莺在鸣叫。形容春光明媚。同燕舞莺啼”。
燕舞莺啼,yànwǔyīngtí,yanwuyingti,莺黄鹂。燕子在飞舞，黄莺在鸣叫。形容春光明媚。
燕雁代飞,yànyàndàifēi,yanyandaifei,燕夏天来温带，冬天归南方；雁冬天来温带，夏天归南方。比喻各自一方，不能相见。
燕燕莺莺,yànyànyīngyīng,yanyanyingying,比喻娇妻美妾或年轻女子。
燕燕于归,yànyànyúguī,yanyanyugui,指女子出嫁。
燕翼贻谋,yànyìyímóu,yanyiyimou,燕安；翼敬；贻遗留。原指周武王谋及其孙而安抚其子◇泛指为后嗣作好打算。
燕语莺声,yànyǔyīngshēng,yanyuyingsheng,莺黄鹂。燕子的话语，黄鹂的歌声。原形容大好春光◇多形容年轻女子说笑的声音。
燕语莺啼,yànyǔyīngtí,yanyuyingti,莺黄鹂。燕子的话语，黄鹂的歌声。形容大好春光。
燕约莺期,yànyuēyīngqī,yanyueyingqi,比喻相爱的男女约会的时日。
燕跃鹄踊,yànyuèhúyǒng,yanyuehuyong,形容迅捷威猛。
燕昭好马,yānzhāohǎomǎ,yanzhaohaoma,燕昭王喜爱骏马◇作求贤之典。
燕昭市骏,yānzhāoshìjùn,yanzhaoshijun,指战国时郭隗以古代君王悬赏千金买千里马为喻，劝说燕昭王真心求贤的事。
燕子衔食,yànzǐxiánshí,yanzixianshi,比喻育子之艰辛。
泱泱大风,yāngyāngdàfēng,yangyangdafeng,泱泱宏大的样子。指气魄宏大的大国风度。
鞅鞅不乐,yāngyāngbùlè,yangyangbule,因不满意而很不快乐。鞅，通怏”。
扬长而去,yángchángérqù,yangchangerqu,大模大样地径自走了。
扬风抦雅,yángfēngbàoyǎ,yangfengbaoya,品评诗文。
扬己露才,yángjǐlùcái,yangjilucai,露显露；扬表现。显露自己的才能。也比喻炫耀才能，表现自己。
扬厉铺张,yánglìpùzhāng,yanglipuzhang,夸大渲染。
扬铃打鼓,yánglíngdǎgǔ,yanglingdagu,比喻大声张扬。
扬眉瞬目,yángméishùnmù,yangmeishunmu,①犹横眉怒目。②一举眉，一转眼。形容时间极短。③倾心注目。④沾沾自喜貌。
扬眉眴目,yángméishùnmù,yangmeishunmu,指横眉怒目。
扬名四海,yángmíngsìhǎi,yangmingsihai,扬名传播名声。四海古人认为中国四境有海环绕，故以四海”代指全国各处；也指世界各地。指名声传遍各地。
扬名显亲,yángmíngxiǎnqīn,yangmingxianqin,扬传扬；显显赫；亲父母。指使双亲显耀，名声传扬。
扬葩振藻,yángpāzhènzǎo,yangpazhenzao,葩华美；藻文采。形容文章写得华丽多采。
扬清厉俗,yángqīnglìsú,yangqinglisu,发扬清操，激励世俗。
扬清抑浊,yángqīngyìzhuó,yangqingyizhuo,犹扬清激浊。比喻抨击、清除坏人坏事，表彰、发扬好人好事。
扬威曜武,yángwēiyàowǔ,yangweiyaowu,炫耀武力，显示威风。
扬威耀武,yángwēiyàowǔ,yangweiyaowu,炫耀武力，显示威风。
扬武耀威,yángwǔyàowēi,yangwuyaowei,炫耀武力，显示威风。
扬扬得意,yángyángdéyì,yangyangdeyi,形容十分得意的样子。
扬扬自得,yángyángzìdé,yangyangzide,十分得意的样子。
羊肠九曲,yángchángjiǔqǔ,yangchangjiuqu,羊肠像羊肠一样崎岖曲折的小路。九曲有许多曲折的地方，指河道曲折。形容崎岖曲折的小径和弯弯曲曲的河道。也指道路的艰难。
羊肠鸟道,yángchángniǎodào,yangchangniaodao,形容山路狭窄，曲折而险峻。
羊触藩篱,yángchùfānlí,yangchufanli,羊角勾挂在篱笆上。形容既不能进，也不能退。
羊羔美酒,yángāoměijiǔ,yangaomeijiu,羊羔酒名，因酿制材料中有羊肉，故名。味儿醇厚的好酒。
羊狠狼贪,yánghěnlángtān,yanghenlangtan,狠凶狠。原指为人凶狠，争夺权势◇比喻贪官污吏的残酷剥削。
羊落虎口,yángluòhǔkǒu,yangluohukou,比喻处于险境，有死无生。
羊入虎群,yángrùhǔqún,yangruhuqun,比喻好人落入坏人的手中，处境极端危险。
羊续悬鱼,yángxùxuányú,yangxuxuanyu,羊续，汉时官吏。羊续把生鱼悬于庭。形容为官清廉，拒受贿赂。
羊质虎皮,yángzhìhǔpí,yangzhihupi,质本性。羊虽然披上虎皮，还是见到草就喜欢，碰到豺狼就怕得发抖，它的本性没有变。比喻外表装作强大而实际上很胆小。
阳春有脚,yángchūnyǒujiǎo,yangchunyoujiao,用以称誉贤明的官员。
阳关三迭,yángguānsāndié,yangguansandie,阳关古关名，在今甘肃敦煌县西南；三迭反复歌唱某一句。原指古代送别的曲调◇也比喻离别。
阳解阴毒,yángjiěyīndú,yangjieyindu,指表面和解背后下毒手。
阳煦山立,yángxùshānlì,yangxushanli,象太阳那样暖和，象山岳那样屹立。比喻人性格温和，品行端正。
杨穿三叶,yángchuānsānyè,yangchuansanye,原指射技高超。也比喻兄弟三人相继科举及第。
杨虎围匡,yánghǔwéikuāng,yanghuweikuang,杨，通阳”。指因貌似而产生误会。
杨花水性,yánghuhuǐxìng,yanghuhuixing,柳絮飘扬，水性流动，因以杨花水性”比喻轻薄女子等用情不专。
杨花心性,yánghuāxīnxìng,yanghuaxinxing,比喻轻薄浪漫，用情不专。
杨柳宫眉,yángliǔgōngméi,yangliugongmei,细长秀美如柳叶的宫妆画眉。借指美女。
杨柳依依,yángliǔyīyī,yangliuyiyi,杨柳古诗文中杨柳通用，泛指柳树。依依轻柔的样子。古人送行，折柳相赠，表示依依惜别。比喻依依不舍的惜别之情。
杨雀衔环,yángquèxiánhuán,yangquexianhuan,以之为报恩典实。
杨生黄雀,yángshēnghuángquè,yangshenghuangque,以之为报恩典实。同杨雀衔环”。
杨朱泣岐,yángzhūqìqí,yangzhuqiqi,常引作典故，用来表达对世道崎岖，担心误入歧途的感伤忧虑，或在歧路的离情别绪。
佯风诈冒,yángfēngzhàmào,yangfengzhamao,犹言装疯卖傻。故意装成疯疯癫癫，傻里傻气。
佯轮诈败,yánglúnzhàbài,yanglunzhabai,指故意败阵。
佯输诈败,yángshūzhàbài,yangshuzhabai,佯、诈假装。假装败下阵来，引人上当。
洋为中用,yángwéizhōngyòng,yangweizhongyong,批判地吸收外国文化中一切有益的东西，为我所用。
洋洋得意,yángyángdéyì,yangyangdeyi,形容得意时神气十足的姿态。
洋洋纚纚,yángyángsǎsǎ,yangyangsasa,形容盛美而有条理。
洋洋盈耳,yángyángyíngěr,yangyangyinger,洋洋众多；盈充满。指宏亮而优美的声音充满双耳。形容讲话、读书的声音悦耳动听。
洋洋自得,yángyángzìdé,yangyangzide,犹言洋洋得意。形容得意时神气十足的姿态。
卬首信眉,ángshǒushēnméi,angshoushenmei,信，通伸”。昂首伸眉。形容意气昂扬，不随波逐流。
卬头阔步,ángtóukuòbù,angtoukuobu,指抬头大步前行。
仰不愧天,yǎngbùkuìtiān,yangbukuitian,抬头仰望，对天无愧。指没有做过坏事，问心无愧。
仰观俯察,yǎngguānfǔchá,yangguanfucha,仰抬起头；俯低下头，弯下腰。指多方或仔细观察。
仰面朝天,yǎngmiàncháotiān,yangmianchaotian,脸朝上平卧或身向后摔倒的样子。
仰面唾天,yǎngmiàntuòtiān,yangmiantuotian,仰头向着天吐唾沫，唾沫还是落在自己的脸上。比喻本来想损害别人，结果受害的还是自己。
仰取俯拾,yǎngqǔfǔshí,yangqufushi,低头拾地上的东西，抬头拿上面的东西。形容一举一动都有收获。
